year;population_count;country_code
1992;10216000;BLR
1993;10239000;BLR
1994;10227000;BLR
1995;10194000;BLR
1996;10160000;BLR
1997;10117000;BLR
1998;10069000;BLR
1999;10026738;BLR
2000;9979610;BLR
2001;9928549;BLR
2002;9865548;BLR
2003;9796749;BLR
2004;9730146;BLR
2005;9663915;BLR
2006;9604924;BLR
2007;9560953;BLR
2008;9527985;BLR
2009;9506765;BLR
2010;9490583;BLR
2011;9473172;BLR
2012;9464495;BLR
2013;9465997;BLR
2014;9474511;BLR
2015;9489616;BLR
2016;9501534;BLR
2017;9498264;BLR
1960;92064;BLZ
1961;94703;BLZ
1962;97384;BLZ
1963;100164;BLZ
1964;103069;BLZ
1965;106119;BLZ
1966;109347;BLZ
1967;112692;BLZ
1968;116061;BLZ
1969;119261;BLZ
1970;122182;BLZ
1971;124793;BLZ
1972;127150;BLZ
1973;129294;BLZ
1974;131307;BLZ
1975;133260;BLZ
1976;135147;BLZ
1977;136989;BLZ
1978;138965;BLZ
1979;141305;BLZ
1980;144155;BLZ
1981;147566;BLZ
1982;151500;BLZ
1983;155822;BLZ
1984;160347;BLZ
1985;164921;BLZ
1986;169568;BLZ
1987;174320;BLZ
1988;179028;BLZ
1989;183469;BLZ
1990;187552;BLZ
1991;191128;BLZ
1992;194324;BLZ
1993;197622;BLZ
1994;201680;BLZ
1995;206963;BLZ
1996;213664;BLZ
1997;221580;BLZ
1998;230244;BLZ
1999;238988;BLZ
2000;247315;BLZ
2001;255063;BLZ
2002;262378;BLZ
2003;269425;BLZ
2004;276504;BLZ
2005;283800;BLZ
2006;291329;BLZ
2007;299025;BLZ
2008;306823;BLZ
2009;314655;BLZ
2010;322464;BLZ
2011;330237;BLZ
2012;338000;BLZ
2013;345715;BLZ
2014;353366;BLZ
2015;360933;BLZ
2016;368400;BLZ
2017;375769;BLZ
1960;44400;BMU
1961;45500;BMU
1962;46600;BMU
1963;47700;BMU
1964;48900;BMU
1965;50100;BMU
1966;51000;BMU
1967;52000;BMU
1968;53000;BMU
1969;54000;BMU
1970;55000;BMU
1971;54600;BMU
1972;54200;BMU
1973;53800;BMU
1974;53400;BMU
1975;53000;BMU
1976;53200;BMU
1977;53400;BMU
1978;53600;BMU
1979;53800;BMU
1980;54670;BMU
1981;55050;BMU
1982;55449;BMU
1983;55930;BMU
1984;56423;BMU
1985;56898;BMU
1986;57382;BMU
1987;57849;BMU
1988;58347;BMU
1989;58841;BMU
1990;59326;BMU
1991;59021;BMU
1992;58595;BMU
1993;58910;BMU
1994;59320;BMU
1995;59746;BMU
1996;60129;BMU
1997;60497;BMU
1998;60943;BMU
1999;61285;BMU
2000;61833;BMU
2001;62504;BMU
2002;62912;BMU
2003;63325;BMU
2004;63740;BMU
2005;64154;BMU
2006;64523;BMU
2007;64888;BMU
2008;65273;BMU
2009;65636;BMU
2010;65124;BMU
2011;64564;BMU
2012;64798;BMU
2013;65001;BMU
2014;65139;BMU
2015;65239;BMU
2016;64555;BMU
2017;63874;BMU
1960;3656955;BOL
1961;3728964;BOL
1962;3802990;BOL
1963;3879192;BOL
1964;3957757;BOL
1965;4038872;BOL
1966;4122517;BOL
1967;4208676;BOL
1968;4297517;BOL
1969;4389246;BOL
1970;4484004;BOL
1971;4581740;BOL
1972;4682390;BOL
1973;4785923;BOL
1974;4892293;BOL
1975;5001419;BOL
1976;5113456;BOL
1977;5228252;BOL
1978;5344939;BOL
1979;5462419;BOL
1980;5579935;BOL
1981;5697096;BOL
1982;5814345;BOL
1983;5932810;BOL
1984;6054123;BOL
1985;6179460;BOL
1986;6309130;BOL
1987;6442831;BOL
1988;6580312;BOL
1989;6721115;BOL
1990;6864842;BOL
1991;7011453;BOL
1992;7160920;BOL
1993;7312850;BOL
1994;7466793;BOL
1995;7622338;BOL
1996;7779267;BOL
1997;7937458;BOL
1998;8096761;BOL
1999;8257066;BOL
2000;8418264;BOL
2001;8580235;BOL
2002;8742814;BOL
2003;8905823;BOL
2004;9069039;BOL
2005;9232306;BOL
2006;9395446;BOL
2007;9558439;BOL
2008;9721454;BOL
2009;9884781;BOL
2010;10048590;BOL
2011;10212954;BOL
2012;10377676;BOL
2013;10542376;BOL
2014;10706517;BOL
2015;10869730;BOL
2016;11031813;BOL
2017;11192854;BOL
1960;72179226;BRA
1961;74311343;BRA
1962;76514328;BRA
1963;78772657;BRA
1964;81064571;BRA
1965;83373530;BRA
1966;85696505;BRA
1967;88035814;BRA
1968;90387079;BRA
1969;92746614;BRA
1970;95113265;BRA
1971;97482920;BRA
1972;99859383;BRA
1973;102259497;BRA
1974;104706198;BRA
1975;107216205;BRA
1976;109790938;BRA
1977;112425392;BRA
1978;115121153;BRA
1979;117878411;BRA
1980;120694009;BRA
1981;123570327;BRA
1982;126498314;BRA
1983;129448819;BRA
1984;132383568;BRA
1985;135274080;BRA
1986;138108912;BRA
1987;140891602;BRA
1988;143627503;BRA
1989;146328304;BRA
1990;149003223;BRA
1991;151648011;BRA
1992;154259380;BRA
1993;156849078;BRA
1994;159432716;BRA
1995;162019896;BRA
1996;164614688;BRA
1997;167209040;BRA
1998;169785250;BRA
1999;172318675;BRA
2000;174790340;BRA
2001;177196054;BRA
2002;179537520;BRA
2003;181809246;BRA
2004;184006481;BRA
2005;186127103;BRA
2006;188167356;BRA
2007;190130443;BRA
2008;192030362;BRA
2009;193886508;BRA
2010;195713635;BRA
2011;197514534;BRA
2012;199287296;BRA
2013;201035903;BRA
2014;202763735;BRA
2015;204471769;BRA
2016;206163058;BRA
2017;207833831;BRA
1960;230980;BRB
1961;231718;BRB
1962;232633;BRB
1963;233630;BRB
1964;234586;BRB
1965;235413;BRB
1966;236088;BRB
1967;236659;BRB
1968;237241;BRB
1969;237955;BRB
1970;238896;BRB
1971;240094;BRB
1972;241515;BRB
1973;243069;BRB
1974;244644;BRB
1975;246154;BRB
1976;247583;BRB
1977;248937;BRB
1978;250203;BRB
1979;251351;BRB
1980;252394;BRB
1981;253298;BRB
1982;254082;BRB
1983;254788;BRB
1984;255497;BRB
1985;256263;BRB
1986;257107;BRB
1987;258019;BRB
1988;258977;BRB
1989;259957;BRB
1990;260936;BRB
1991;261905;BRB
1992;262886;BRB
1993;263874;BRB
1994;264893;BRB
1995;265955;BRB
1996;267049;BRB
1997;268187;BRB
1998;269336;BRB
1999;270451;BRB
2000;271515;BRB
2001;272500;BRB
2002;273425;BRB
2003;274329;BRB
2004;275284;BRB
2005;276323;BRB
2006;277477;BRB
2007;278700;BRB
2008;279946;BRB
2009;281104;BRB
2010;282131;BRB
2011;282987;BRB
2012;283700;BRB
2013;284296;BRB
2014;284825;BRB
2015;285324;BRB
2016;285796;BRB
2017;286233;BRB
1960;81702;BRN
1961;85562;BRN
1962;89481;BRN
1963;93540;BRN
1964;97812;BRN
1965;102386;BRN
1966;107274;BRN
1967;112448;BRN
1968;117898;BRN
1969;123600;BRN
1970;129529;BRN
1971;135671;BRN
1972;142022;BRN
1973;148512;BRN
1974;155072;BRN
1975;161626;BRN
1976;168181;BRN
1977;174714;BRN
1978;181205;BRN
1979;187604;BRN
1980;193879;BRN
1981;200021;BRN
1982;206065;BRN
1983;212076;BRN
1984;218175;BRN
1985;224449;BRN
1986;230915;BRN
1987;237563;BRN
1988;244404;BRN
1989;251458;BRN
1990;258721;BRN
1991;266210;BRN
1992;273892;BRN
1993;281681;BRN
1994;289454;BRN
1995;297114;BRN
1996;304622;BRN
1997;311958;BRN
1998;319144;BRN
1999;326210;BRN
2000;333165;BRN
2001;340034;BRN
2002;346782;BRN
2003;353293;BRN
2004;359433;BRN
2005;365114;BRN
2006;370263;BRN
2007;374965;BRN
2008;379421;BRN
2009;383906;BRN
2010;388646;BRN
2011;393688;BRN
2012;398989;BRN
2013;404421;BRN
2014;409769;BRN
2015;414907;BRN
2016;419800;BRN
2017;424473;BRN
1960;223288;BTN
1961;228851;BTN
1962;234554;BTN
1963;240523;BTN
1964;246964;BTN
1965;253994;BTN
1966;261668;BTN
1967;269947;BTN
1968;278734;BTN
1969;287891;BTN
1970;297316;BTN
1971;306955;BTN
1972;316828;BTN
1973;326982;BTN
1974;337485;BTN
1975;348396;BTN
1976;359725;BTN
1977;371428;BTN
1978;383326;BTN
1979;395195;BTN
1980;406875;BTN
1981;418111;BTN
1982;428934;BTN
1983;439822;BTN
1984;451476;BTN
1985;464266;BTN
1986;478692;BTN
1987;494312;BTN
1988;509540;BTN
1989;522179;BTN
1990;530804;BTN
1991;534632;BTN
1992;534516;BTN
1993;532596;BTN
1994;531897;BTN
1995;534620;BTN
1996;541465;BTN
1997;551709;BTN
1998;564377;BTN
1999;577881;BTN
2000;591021;BTN
2001;603640;BTN
2002;616018;BTN
2003;627839;BTN
2004;638815;BTN
2005;648739;BTN
2006;657410;BTN
2007;664876;BTN
2008;671613;BTN
2009;678323;BTN
2010;685503;BTN
2011;693298;BTN
2012;701583;BTN
2013;710238;BTN
2014;719056;BTN
2015;727876;BTN
2016;736709;BTN
2017;745568;BTN
1960;502745;BWA
1961;512685;BWA
1962;523778;BWA
1963;535685;BWA
1964;547873;BWA
1965;559994;BWA
1966;571964;BWA
1967;584092;BWA
1968;596947;BWA
1969;611300;BWA
1970;627715;BWA
1971;646347;BWA
1972;667092;BWA
1973;689912;BWA
1974;714712;BWA
1975;741355;BWA
1976;769979;BWA
1977;800529;BWA
1978;832467;BWA
1979;865075;BWA
1980;897868;BWA
1981;930408;BWA
1982;962875;BWA
1983;996130;BWA
1984;1031439;BWA
1985;1069582;BWA
1986;1110943;BWA
1987;1154906;BWA
1988;1200067;BWA
1989;1244484;BWA
1990;1286756;BWA
1991;1326322;BWA
1992;1363554;BWA
1993;1399110;BWA
1994;1434059;BWA
1995;1469174;BWA
1996;1504730;BWA
1997;1540425;BWA
1998;1575824;BWA
1999;1610264;BWA
2000;1643334;BWA
2001;1674678;BWA
2002;1704642;BWA
2003;1734398;BWA
2004;1765527;BWA
2005;1799078;BWA
2006;1835908;BWA
2007;1875459;BWA
2008;1915639;BWA
2009;1953498;BWA
2010;1987105;BWA
2011;2015402;BWA
2012;2039551;BWA
2013;2062536;BWA
2014;2088614;BWA
2015;2120716;BWA
2016;2159944;BWA
2017;2205128;BWA
1960;1501668;CAF
1961;1526066;CAF
1962;1551910;CAF
1963;1579370;CAF
1964;1608616;CAF
1965;1639706;CAF
1966;1673019;CAF
1967;1708302;CAF
1968;1744194;CAF
1969;1778861;CAF
1970;1811144;CAF
1971;1840518;CAF
1972;1867782;CAF
1973;1894853;CAF
1974;1924388;CAF
1975;1958367;CAF
1976;1997014;CAF
1977;2039919;CAF
1978;2087663;CAF
1979;2140777;CAF
1980;2199356;CAF
1981;2264442;CAF
1982;2335333;CAF
1983;2408317;CAF
1984;2478382;CAF
1985;2542169;CAF
1986;2597761;CAF
1987;2646840;CAF
1988;2693973;CAF
1989;2745734;CAF
1990;2806734;CAF
1991;2878509;CAF
1992;2959236;CAF
1993;3046149;CAF
1994;3135015;CAF
1995;3222656;CAF
1996;3308233;CAF
1997;3392436;CAF
1998;3475492;CAF
1999;3558014;CAF
2000;3640427;CAF
2001;3722018;CAF
2002;3802128;CAF
2003;3881181;CAF
2004;3959875;CAF
2005;4038382;CAF
2006;4118069;CAF
2007;4198010;CAF
2008;4273366;CAF
2009;4337625;CAF
2010;4386768;CAF
2011;4418636;CAF
2012;4436415;CAF
2013;4447942;CAF
2014;4464175;CAF
2015;4493170;CAF
2016;4537687;CAF
2017;4596028;CAF
1960;17909009;CAN
1961;18271000;CAN
1962;18614000;CAN
1963;18964000;CAN
1964;19325000;CAN
1965;19678000;CAN
1966;20048000;CAN
1967;20412000;CAN
1968;20744000;CAN
1969;21028000;CAN
1970;21324000;CAN
1971;21962032;CAN
1972;22218463;CAN
1973;22491777;CAN
1974;22807969;CAN
1975;23143275;CAN
1976;23449808;CAN
1977;23725843;CAN
1978;23963203;CAN
1979;24201544;CAN
1980;24515667;CAN
1981;24819915;CAN
1982;25116942;CAN
1983;25366451;CAN
1984;25607053;CAN
1985;25842116;CAN
1986;26100278;CAN
1987;26446601;CAN
1988;26791747;CAN
1989;27276781;CAN
1990;27691138;CAN
1991;28037420;CAN
1992;28371264;CAN
1993;28684764;CAN
1994;29000663;CAN
1995;29302311;CAN
1996;29610218;CAN
1997;29905948;CAN
1998;30155173;CAN
1999;30401286;CAN
2000;30685730;CAN
2001;31020902;CAN
2002;31360079;CAN
2003;31644028;CAN
2004;31940655;CAN
2005;32243753;CAN
2006;32571174;CAN
2007;32889025;CAN
2008;33247118;CAN
2009;33628895;CAN
2010;34004889;CAN
2011;34339328;CAN
2012;34714222;CAN
2013;35082954;CAN
2014;35437435;CAN
2015;35702908;CAN
2016;36109487;CAN
2017;36540268;CAN
1960;5327827;CHE
1961;5434294;CHE
1962;5573815;CHE
1963;5694247;CHE
1964;5789228;CHE
1965;5856472;CHE
1966;5918002;CHE
1967;5991785;CHE
1968;6067714;CHE
1969;6136387;CHE
1970;6180877;CHE
1971;6213399;CHE
1972;6260956;CHE
1973;6307347;CHE
1974;6341405;CHE
1975;6338632;CHE
1976;6302504;CHE
1977;6281174;CHE
1978;6281738;CHE
1979;6294365;CHE
1980;6319408;CHE
1981;6354074;CHE
1982;6391309;CHE
1983;6418773;CHE
1984;6441865;CHE
1985;6470365;CHE
1986;6504124;CHE
1987;6545106;CHE
1988;6593386;CHE
1989;6646912;CHE
1990;6715519;CHE
1991;6799978;CHE
1992;6875364;CHE
1993;6938265;CHE
1994;6993795;CHE
1995;7040687;CHE
1996;7071850;CHE
1997;7088906;CHE
1998;7110001;CHE
1999;7143991;CHE
2000;7184250;CHE
2001;7229854;CHE
2002;7284753;CHE
2003;7339001;CHE
2004;7389625;CHE
2005;7437115;CHE
2006;7483934;CHE
2007;7551117;CHE
2008;7647675;CHE
2009;7743831;CHE
2010;7824909;CHE
2011;7912398;CHE
2012;7996861;CHE
2013;8089346;CHE
2014;8188649;CHE
2015;8282396;CHE
2016;8373338;CHE
2017;8451840;CHE
1960;109420;CHI
1961;110399;CHI
1962;111457;CHI
1963;112595;CHI
1964;113773;CHI
1965;114995;CHI
1966;116227;CHI
1967;117474;CHI
1968;118726;CHI
1969;119972;CHI
1970;121197;CHI
1971;122413;CHI
1972;123614;CHI
1973;124725;CHI
1974;125682;CHI
1975;126415;CHI
1976;126902;CHI
1977;127183;CHI
1978;127390;CHI
1979;127692;CHI
1980;128212;CHI
1981;128982;CHI
1982;129979;CHI
1983;131149;CHI
1984;132446;CHI
1985;133808;CHI
1986;135249;CHI
1987;136762;CHI
1988;138245;CHI
1989;139573;CHI
1990;140671;CHI
1991;141467;CHI
1992;142006;CHI
1993;142415;CHI
1994;142863;CHI
1995;143484;CHI
1996;144335;CHI
1997;145373;CHI
1998;146498;CHI
1999;147555;CHI
2000;148443;CHI
2001;149097;CHI
2002;149596;CHI
2003;150068;CHI
2004;150716;CHI
2005;151678;CHI
2006;153008;CHI
2007;154636;CHI
2008;156433;CHI
2009;158178;CHI
2010;159734;CHI
2011;160998;CHI
2012;162056;CHI
2013;163038;CHI
2014;164100;CHI
2015;165385;CHI
2016;166923;CHI
2017;168665;CHI
1960;8132990;CHL
1961;8303811;CHL
1962;8476897;CHL
1963;8650387;CHL
1964;8821858;CHL
1965;8989621;CHL
1966;9152844;CHL
1967;9312095;CHL
1968;9468845;CHL
1969;9625312;CHL
1970;9783134;CHL
1971;9942727;CHL
1972;10103674;CHL
1973;10265829;CHL
1974;10428798;CHL
1975;10592307;CHL
1976;10756878;CHL
1977;10922779;CHL
1978;11089165;CHL
1979;11254877;CHL
1980;11419348;CHL
1981;11582014;CHL
1982;11743911;CHL
1983;11907960;CHL
1984;12078135;CHL
1985;12257236;CHL
1986;12445823;CHL
1987;12642924;CHL
1988;12847708;CHL
1989;13058758;CHL
1990;13274623;CHL
1991;13495258;CHL
1992;13719819;CHL
1993;13944937;CHL
1994;14166340;CHL
1995;14380866;CHL
1996;14587370;CHL
1997;14786220;CHL
1998;14977733;CHL
1999;15162800;CHL
2000;15342353;CHL
2001;15516113;CHL
2002;15684409;CHL
2003;15849652;CHL
2004;16014971;CHL
2005;16182721;CHL
2006;16354504;CHL
2007;16530195;CHL
2008;16708258;CHL
2009;16886186;CHL
2010;17062536;CHL
2011;17233576;CHL
2012;17400347;CHL
2013;17571507;CHL
2014;17758959;CHL
2015;17969353;CHL
2016;18209068;CHL
2017;18470439;CHL
1960;667070000;CHN
1961;660330000;CHN
1962;665770000;CHN
1963;682335000;CHN
1964;698355000;CHN
1965;715185000;CHN
1966;735400000;CHN
1967;754550000;CHN
1968;774510000;CHN
1969;796025000;CHN
1970;818315000;CHN
1971;841105000;CHN
1972;862030000;CHN
1973;881940000;CHN
1974;900350000;CHN
1975;916395000;CHN
1976;930685000;CHN
1977;943455000;CHN
1978;956165000;CHN
1979;969005000;CHN
1980;981235000;CHN
1981;993885000;CHN
1982;1008630000;CHN
1983;1023310000;CHN
1984;1036825000;CHN
1985;1051040000;CHN
1986;1066790000;CHN
1987;1084035000;CHN
1988;1101630000;CHN
1989;1118650000;CHN
1990;1135185000;CHN
1991;1150780000;CHN
1992;1164970000;CHN
1993;1178440000;CHN
1994;1191835000;CHN
1995;1204855000;CHN
1996;1217550000;CHN
1997;1230075000;CHN
1998;1241935000;CHN
1999;1252735000;CHN
2000;1262645000;CHN
2001;1271850000;CHN
2002;1280400000;CHN
2003;1288400000;CHN
2004;1296075000;CHN
2005;1303720000;CHN
2006;1311020000;CHN
2007;1317885000;CHN
2008;1324655000;CHN
2009;1331260000;CHN
2010;1337705000;CHN
2011;1344130000;CHN
2012;1350695000;CHN
2013;1357380000;CHN
2014;1364270000;CHN
2015;1371220000;CHN
2016;1378665000;CHN
2017;1386395000;CHN
1960;3503553;CIV
1961;3631553;CIV
1962;3770766;CIV
1963;3918628;CIV
1964;4071411;CIV
1965;4226844;CIV
1966;4383728;CIV
1967;4544164;CIV
1968;4713135;CIV
1969;4897472;CIV
1970;5102064;CIV
1971;5328744;CIV
1972;5576038;CIV
1973;5841506;CIV
1974;6121285;CIV
1975;6412403;CIV
1976;6713950;CIV
1977;7026496;CIV
1978;7350270;CIV
1979;7685918;CIV
1980;8033650;CIV
1981;8393691;CIV
1982;8764989;CIV
1983;9144931;CIV
1984;9530107;CIV
1985;9918196;CIV
1986;10307281;CIV
1987;10698194;CIV
1988;11094748;CIV
1989;11502449;CIV
1990;11924877;CIV
1991;12362407;CIV
1992;12812421;CIV
1993;13271643;CIV
1994;13735433;CIV
1995;14199762;CIV
1996;14665127;CIV
1997;15130663;CIV
1998;15589414;CIV
1999;16032573;CIV
2000;16454668;CIV
2001;16853026;CIV
2002;17231539;CIV
2003;17599610;CIV
2004;17970494;CIV
2005;18354514;CIV
2006;18754916;CIV
2007;19171237;CIV
2008;19605569;CIV
2009;20059147;CIV
2010;20532950;CIV
2011;21028655;CIV
2012;21547188;CIV
2013;22087505;CIV
2014;22647683;CIV
2015;23226143;CIV
2016;23822714;CIV
2017;24437469;CIV
1960;5176918;CMR
1961;5285017;CMR
1962;5398729;CMR
1963;5518104;CMR
1964;5643036;CMR
1965;5773543;CMR
1966;5909882;CMR
1967;6052420;CMR
1968;6201413;CMR
1969;6357092;CMR
1970;6519762;CMR
1971;6689662;CMR
1972;6867178;CMR
1973;7052849;CMR
1974;7247287;CMR
1975;7451054;CMR
1976;7664406;CMR
1977;7887560;CMR
1978;8121084;CMR
1979;8365567;CMR
1980;8621406;CMR
1981;8888535;CMR
1982;9166816;CMR
1983;9456494;CMR
1984;9757841;CMR
1985;10070806;CMR
1986;10395480;CMR
1987;10731064;CMR
1988;11075422;CMR
1989;11425800;CMR
1990;11780088;CMR
1991;12137912;CMR
1992;12499499;CMR
1993;12864090;CMR
1994;13230984;CMR
1995;13599988;CMR
1996;13970813;CMR
1997;14344449;CMR
1998;14723768;CMR
1999;15112592;CMR
2000;15513945;CMR
2001;15928910;CMR
2002;16357602;CMR
2003;16800865;CMR
2004;17259322;CMR
2005;17733410;CMR
2006;18223674;CMR
2007;18730282;CMR
2008;19252666;CMR
2009;19789919;CMR
2010;20341241;CMR
2011;20906388;CMR
2012;21485266;CMR
2013;22077298;CMR
2014;22681858;CMR
2015;23298368;CMR
2016;23926539;CMR
2017;24566045;CMR
1960;15248251;COD
1961;15637699;COD
1962;16041190;COD
1963;16461830;COD
1964;16903831;COD
1965;17369883;COD
1966;17862049;COD
1967;18378625;COD
1968;18913878;COD
1969;19459816;COD
1970;20011036;COD
1971;20564067;COD
1972;21121363;COD
1973;21690443;COD
1974;22282136;COD
1975;22903581;COD
1976;23560464;COD
1977;24249130;COD
1978;24956385;COD
1979;25663592;COD
1980;26358908;COD
1981;27040322;COD
1982;27717291;COD
1983;28403851;COD
1984;29119673;COD
1985;29881229;COD
1986;30683869;COD
1987;31528708;COD
1988;32443781;COD
1989;33464765;COD
1990;34612023;COD
1991;35908244;COD
1992;37333914;COD
1993;38815834;COD
1994;40252975;COD
1995;41576234;COD
1996;42757243;COD
1997;43827180;COD
1998;44849967;COD
1999;45919613;COD
2000;47105826;COD
2001;48428545;COD
2002;49871666;COD
2003;51425580;COD
2004;53068880;COD
2005;54785903;COD
2006;56578037;COD
2007;58453683;COD
2008;60411195;COD
2009;62448574;COD
2010;64563854;COD
2011;66755153;COD
2012;69020747;COD
2013;71358807;COD
2014;73767447;COD
2015;76244544;COD
2016;78789127;COD
2017;81398764;COD
1960;1018253;COG
1961;1043116;COG
1962;1069238;COG
1963;1096638;COG
1964;1125352;COG
1965;1155392;COG
1966;1186785;COG
1967;1219541;COG
1968;1253760;COG
1969;1289522;COG
1970;1326885;COG
1971;1365899;COG
1972;1406522;COG
1973;1448637;COG
1974;1492055;COG
1975;1536654;COG
1976;1582358;COG
1977;1629209;COG
1978;1677332;COG
1979;1726866;COG
1980;1777934;COG
1981;1830632;COG
1982;1884875;COG
1983;1940443;COG
1984;1996995;COG
1985;2054312;COG
1986;2112361;COG
1987;2171321;COG
1988;2231465;COG
1989;2293166;COG
1990;2356737;COG
1991;2422305;COG
1992;2489952;COG
1993;2559873;COG
1994;2632345;COG
1995;2707537;COG
1996;2785810;COG
1997;2867280;COG
1998;2951647;COG
1999;3038433;COG
2000;3127411;COG
2001;3217933;COG
2002;3310387;COG
2003;3406922;COG
2004;3510468;COG
2005;3622775;COG
2006;3745141;COG
2007;3876119;COG
2008;4011486;COG
2009;4145391;COG
2010;4273731;COG
2011;4394844;COG
2012;4510198;COG
2013;4622761;COG
2014;4736974;COG
2015;4856095;COG
2016;4980999;COG
2017;5110702;COG
1960;16057724;COL
1961;16567811;COL
1962;17092918;COL
1963;17629979;COL
1964;18175185;COL
1965;18725245;COL
1966;19279740;COL
1967;19837510;COL
1968;20393699;COL
1969;20942456;COL
1970;21480065;COL
1971;22003980;COL
1972;22516425;COL
1973;23024517;COL
1974;23538386;COL
1975;24065507;COL
1976;24608113;COL
1977;25164545;COL
1978;25733673;COL
1979;26312994;COL
1980;26900506;COL
1981;27496617;COL
1982;28101819;COL
1983;28714190;COL
1984;29331238;COL
1985;29951201;COL
1986;30572478;COL
1987;31195413;COL
1988;31822525;COL
1989;32457499;COL
1990;33102575;COL
1991;33758337;COL
1992;34422569;COL
1993;35091275;COL
1994;35758979;COL
1995;36421438;COL
1996;37076387;COL
1997;37723800;COL
1998;38364309;COL
1999;38999471;COL
2000;39629968;COL
2001;40255967;COL
2002;40875360;COL
2003;41483869;COL
2004;42075955;COL
2005;42647723;COL
2006;43200897;COL
2007;43737516;COL
2008;44254975;COL
2009;44750054;COL
2010;45222700;COL
2011;45663099;COL
2012;46076848;COL
2013;46497267;COL
2014;46969209;COL
2015;47520667;COL
2016;48171392;COL
2017;48901066;COL
1960;191121;COM
1961;194139;COM
1962;197198;COM
1963;200372;COM
1964;203753;COM
1965;207424;COM
1966;211478;COM
1967;215897;COM
1968;220575;COM
1969;225325;COM
1970;230054;COM
1971;234644;COM
1972;239235;COM
1973;244208;COM
1974;250104;COM
1975;257290;COM
1976;265953;COM
1977;275900;COM
1978;286634;COM
1979;297447;COM
1980;307829;COM
1981;317606;COM
1982;326946;COM
1983;336096;COM
1984;345466;COM
1985;355337;COM
1986;365760;COM
1987;376654;COM
1988;387963;COM
1989;399632;COM
1990;411594;COM
1991;423872;COM
1992;436448;COM
1993;449274;COM
1994;462277;COM
1995;475394;COM
1996;488627;COM
1997;501953;COM
1998;515385;COM
1999;528848;COM
2000;542357;COM
2001;555888;COM
2002;569479;COM
2003;583211;COM
2004;597228;COM
2005;611627;COM
2006;626425;COM
2007;641620;COM
2008;657229;COM
2009;673252;COM
2010;689692;COM
2011;706569;COM
2012;723871;COM
2013;741505;COM
2014;759390;COM
2015;777424;COM
2016;795592;COM
2017;813892;COM
1960;201765;CPV
1961;205327;CPV
1962;210142;CPV
1963;216096;CPV
1964;222948;CPV
1965;230418;CPV
1966;238655;CPV
1967;247527;CPV
1968;256176;CPV
1969;263453;CPV
1970;268627;CPV
1971;271309;CPV
1972;271843;CPV
1973;271068;CPV
